order_id,order_time,location,cuisine,total_items,order_value
12203,2026-01-27 12:43:00,Mumbai,Biryani,5,1067
12204,2026-05-29 20:29:00,Bangalore,Biryani,6,674
12205,2026-07-12 11:58:00,Bangalore,Indian,5,1104
12206,2026-05-25 21:14:00,Hyderabad,North Indian,3,596
12207,2026-02-08 08:11:00,Hyderabad,Biryani,6,815
12208,2026-06-09 10:22:00,Pune,Biryani,2,1009
12209,2026-05-19 20:45:00,Delhi,Fast Food,6,853
12210,2026-06-10 12:01:00,Bangalore,North Indian,2,990
12211,2026-03-25 15:59:00,Hyderabad,Fast Food,1,973
12212,2026-01-17 21:41:00,Pune,Italian,3,995
12213,2026-05-06 18:01:00,Pune,South Indian,6,583
12214,2026-01-13 20:56:00,Delhi,Fast Food,5,1015
12215,2026-01-27 10:04:00,Hyderabad,Italian,4,1074
12216,2026-06-29 19:41:00,Delhi,Fast Food,5,1261
12217,2026-06-12 16:34:00,Hyderabad,Fast Food,1,665
12218,2026-06-05 22:05:00,Pune,Indian,4,733
12219,2026-05-29 19:37:00,Kolkata,Desserts,4,906
12220,2026-05-24 21:01:00,Pune,Indian,1,1104
12221,2026-06-16 19:54:00,Pune,Biryani,3,788
12222,2026-03-02 20:33:00,Pune,Indian,1,1484
12223,2026-02-03 06:10:00,Pune,Chinese,4,1152
12224,2026-02-15 18:42:00,Pune,Chinese,6,1472
12225,2026-05-31 19:56:00,Hyderabad,Indian,4,500
12226,2026-06-16 21:05:00,Kolkata,Biryani,4,1212
12227,2026-05-11 13:52:00,Kolkata,Biryani,2,589
12228,2026-04-01 16:28:00,Pune,Biryani,2,1195
12229,2026-02-14 14:33:00,Mumbai,Chinese,2,1165
12230,2026-04-13 17:15:00,Kolkata,Indian,5,1024
12231,2026-01-28 09:39:00,Kolkata,Fast Food,1,980
12232,2026-03-12 19:34:00,Pune,South Indian,1,1376
12233,2026-07-04 18:30:00,Mumbai,Desserts,2,764
12234,2026-07-05 05:54:00,Mumbai,Biryani,1,1033
12235,2026-01-13 02:14:00,Bangalore,Desserts,1,542
12236,2026-07-08 22:15:00,Mumbai,South Indian,1,565
12237,2026-06-15 23:30:00,Delhi,Chinese,4,1113
12238,2026-02-08 13:30:00,Pune,Biryani,4,636
12239,2026-04-26 22:11:00,Delhi,North Indian,3,1244
12240,2026-06-05 20:29:00,Pune,Italian,3,1492
12241,2026-03-04 22:05:00,Bangalore,Italian,1,1266
12242,2026-02-12 09:44:00,Hyderabad,Chinese,6,151
12243,2026-04-12 20:29:00,Kolkata,Indian,3,999
12244,2026-01-04 06:16:00,Delhi,Italian,4,177
12245,2026-07-01 19:24:00,Delhi,Biryani,4,746
12246,2026-03-21 21:06:00,Kolkata,North Indian,2,1212
12247,2026-02-10 09:26:00,Bangalore,Desserts,2,156
12248,2026-03-03 06:06:00,Delhi,South Indian,1,544
12249,2026-01-09 20:20:00,Kolkata,Italian,2,1387
12250,2026-03-29 20:53:00,Mumbai,Fast Food,4,454
12251,2026-04-12 18:44:00,Mumbai,Italian,3,942
12252,2026-03-26 06:16:00,Hyderabad,Biryani,5,760
12253,2026-06-01 15:34:00,Pune,Fast Food,1,1426
12254,2026-04-04 17:11:00,Mumbai,Indian,1,220
12255,2026-06-03 17:26:00,Kolkata,Fast Food,2,340
12256,2026-06-11 22:17:00,Delhi,Fast Food,2,1051
12257,2026-02-13 22:00:00,Delhi,Chinese,1,731
12258,2026-04-22 21:29:00,Bangalore,South Indian,5,297
12259,2026-07-01 16:33:00,Mumbai,Indian,6,1136
12260,2026-06-08 20:41:00,Kolkata,Indian,1,262
12261,2026-03-19 06:27:00,Bangalore,Fast Food,3,1422
12262,2026-01-10 13:48:00,Hyderabad,Fast Food,6,1295
12263,2026-04-09 19:27:00,Pune,South Indian,6,794
12264,2026-04-15 11:46:00,Kolkata,North Indian,6,1131
12265,2026-07-03 19:55:00,Hyderabad,Italian,4,221
12266,2026-04-04 21:24:00,Hyderabad,Biryani,2,300
12267,2026-01-23 14:01:00,Mumbai,Chinese,6,426
12268,2026-05-02 21:20:00,Hyderabad,Biryani,2,1020
12269,2026-05-22 13:34:00,Mumbai,Fast Food,5,173
12270,2026-06-11 15:17:00,Hyderabad,Fast Food,5,1184
12271,2026-04-26 10:44:00,Mumbai,Italian,1,263
12272,2026-03-01 17:04:00,Pune,Indian,3,846
12273,2026-01-09 11:22:00,Bangalore,Indian,1,843
12274,2026-07-10 14:59:00,Kolkata,Fast Food,1,311
12275,2026-04-25 20:37:00,Mumbai,Fast Food,5,577
12276,2026-07-04 08:46:00,Delhi,Biryani,6,849
12277,2026-01-27 13:54:00,Bangalore,North Indian,2,856
12278,2026-01-04 18:07:00,Delhi,Indian,5,403
12279,2026-01-27 07:44:00,Pune,Fast Food,6,774
12280,2026-05-22 18:25:00,Bangalore,South Indian,1,391
12281,2026-06-25 16:43:00,Delhi,North Indian,4,161
12282,2026-06-14 20:35:00,Delhi,Chinese,4,1368
12283,2026-04-08 16:01:00,Kolkata,North Indian,5,859
12284,2026-04-15 19:40:00,Pune,Indian,3,824
12285,2026-05-08 19:11:00,Delhi,Fast Food,2,830
12286,2026-06-11 16:19:00,Kolkata,Fast Food,1,1351
12287,2026-06-15 10:52:00,Bangalore,Fast Food,2,447
12288,2026-03-02 20:28:00,Kolkata,South Indian,6,740
12289,2026-05-12 18:56:00,Hyderabad,Desserts,3,277
12290,2026-03-01 16:57:00,Mumbai,South Indian,5,723
12291,2026-04-21 15:58:00,Bangalore,Chinese,3,653
12292,2026-02-16 12:09:00,Kolkata,Fast Food,5,203
12293,2026-02-18 15:21:00,Delhi,South Indian,4,628
12294,2026-04-30 07:05:00,Hyderabad,North Indian,1,378
12295,2026-07-20 08:20:00,Kolkata,Desserts,5,1206
12296,2026-06-11 15:44:00,Mumbai,Indian,3,1003
12297,2026-06-24 17:07:00,Mumbai,Desserts,3,1353
12298,2026-05-07 12:28:00,Pune,South Indian,6,1073
12299,2026-03-05 01:01:00,Kolkata,Indian,1,762
12300,2026-01-23 00:03:00,Pune,Indian,5,1375
12301,2026-07-01 16:57:00,Hyderabad,Indian,5,1146
12302,2026-01-28 17:18:00,Bangalore,Indian,4,357
12303,2026-03-03 19:03:00,Kolkata,Fast Food,3,489
12304,2026-02-16 10:12:00,Kolkata,Fast Food,4,1357
12305,2026-05-02 12:23:00,Delhi,Desserts,4,1475
12306,2026-01-01 17:10:00,Delhi,Italian,5,596
12307,2026-05-31 05:51:00,Pune,Italian,4,438
12308,2026-05-26 13:00:00,Pune,South Indian,6,328
12309,2026-01-21 21:59:00,Pune,Indian,1,1211
12310,2026-02-04 18:38:00,Kolkata,South Indian,6,811
12311,2026-06-26 04:41:00,Delhi,Italian,3,1011
12312,2026-05-05 18:52:00,Kolkata,Chinese,6,353
12313,2026-06-07 20:15:00,Delhi,Biryani,3,185
12314,2026-01-14 13:31:00,Delhi,Fast Food,5,760
12315,2026-05-09 21:58:00,Mumbai,Biryani,2,353
12316,2026-04-26 16:32:00,Hyderabad,North Indian,2,995
12317,2026-05-11 13:04:00,Mumbai,South Indian,3,1393
12318,2026-04-23 12:12:00,Bangalore,Indian,6,1073
12319,2026-04-04 12:46:00,Bangalore,Indian,1,1008
12320,2026-05-11 19:53:00,Delhi,Italian,4,397
12321,2026-02-02 14:09:00,Mumbai,Fast Food,1,918
12322,2026-01-03 18:17:00,Bangalore,Italian,5,1086
12323,2026-06-26 21:45:00,Bangalore,Fast Food,5,683
12324,2026-01-23 14:00:00,Mumbai,Biryani,6,489
12325,2026-03-02 21:01:00,Delhi,Biryani,1,160
12326,2026-03-15 13:41:00,Delhi,North Indian,1,297
12327,2026-06-11 07:29:00,Delhi,Biryani,6,994
12328,2026-05-29 18:16:00,Bangalore,South Indian,3,205
12329,2026-01-30 13:57:00,Bangalore,South Indian,5,1078
12330,2026-07-07 19:28:00,Bangalore,South Indian,4,337
12331,2026-01-31 21:57:00,Pune,Italian,6,414
12332,2026-04-29 06:47:00,Kolkata,Fast Food,1,1058
12333,2026-06-06 13:05:00,Delhi,South Indian,5,1094
12334,2026-06-16 18:04:00,Delhi,Indian,3,1277
12335,2026-03-26 10:51:00,Kolkata,North Indian,2,238
12336,2026-04-13 21:47:00,Kolkata,Fast Food,4,202
12337,2026-01-11 13:47:00,Delhi,Indian,1,1072
12338,2026-03-21 10:11:00,Bangalore,Fast Food,5,1409
12339,2026-03-07 20:25:00,Mumbai,Fast Food,3,1399
12340,2026-07-14 17:13:00,Bangalore,Indian,4,1233
12341,2026-04-10 10:44:00,Bangalore,Biryani,2,462
12342,2026-02-08 19:38:00,Hyderabad,Fast Food,2,456
12343,2026-05-23 01:35:00,Hyderabad,Desserts,5,930
12344,2026-04-05 09:54:00,Hyderabad,North Indian,5,489
12345,2026-06-11 18:57:00,Delhi,South Indian,6,1367
12346,2026-04-08 18:59:00,Bangalore,Biryani,3,571
12347,2026-02-20 13:06:00,Mumbai,North Indian,3,1220
12348,2026-01-31 21:38:00,Mumbai,North Indian,1,848
12349,2026-06-12 14:42:00,Delhi,Indian,5,264
12350,2026-01-04 02:45:00,Bangalore,North Indian,6,1258
12351,2026-01-21 23:51:00,Mumbai,Indian,4,250
12352,2026-03-31 07:55:00,Mumbai,South Indian,4,281
12353,2026-03-03 18:57:00,Bangalore,Fast Food,1,434
12354,2026-06-01 11:29:00,Delhi,Biryani,2,1196
12355,2026-01-26 14:21:00,Bangalore,Chinese,5,975
12356,2026-07-08 21:59:00,Kolkata,Biryani,5,923
12357,2026-07-09 08:11:00,Kolkata,North Indian,6,1028
12358,2026-03-23 02:35:00,Bangalore,Chinese,2,323
12359,2026-02-12 08:03:00,Pune,Indian,3,323
12360,2026-05-09 18:12:00,Bangalore,Fast Food,5,1428
12361,2026-04-11 20:00:00,Mumbai,Indian,6,1047
12362,2026-06-14 19:13:00,Mumbai,Italian,5,1472
12363,2026-07-01 19:00:00,Bangalore,Fast Food,4,1173
12364,2026-03-20 17:06:00,Pune,Chinese,4,386
12365,2026-05-13 21:29:00,Pune,Desserts,4,1427
12366,2026-02-04 12:53:00,Bangalore,Fast Food,2,669
12367,2026-05-02 09:59:00,Kolkata,Italian,2,1389
12368,2026-04-12 17:33:00,Bangalore,South Indian,2,1423
12369,2026-04-12 23:11:00,Delhi,Indian,4,1031
12370,2026-03-23 02:16:00,Bangalore,Indian,1,1066
12371,2026-07-15 20:57:00,Kolkata,South Indian,4,1470
12372,2026-02-25 15:20:00,Hyderabad,Fast Food,1,207
12373,2026-01-11 07:45:00,Mumbai,North Indian,5,923
12374,2026-02-14 16:27:00,Delhi,Indian,3,612
12375,2026-05-30 19:47:00,Mumbai,Italian,5,1099
12376,2026-05-10 14:05:00,Kolkata,Biryani,1,382
12377,2026-05-15 17:23:00,Kolkata,North Indian,2,955
12378,2026-07-09 17:39:00,Mumbai,Italian,6,305
12379,2026-01-11 22:41:00,Bangalore,South Indian,3,469
12380,2026-03-08 13:59:00,Delhi,Desserts,5,400
12381,2026-07-08 21:50:00,Pune,Chinese,6,1297
12382,2026-06-02 18:10:00,Bangalore,North Indian,2,580
12383,2026-05-24 18:44:00,Pune,Fast Food,5,748
12384,2026-01-16 12:42:00,Bangalore,Indian,5,1342
12385,2026-04-30 07:42:00,Pune,Chinese,4,784
12386,2026-04-06 04:25:00,Delhi,Fast Food,5,332
12387,2026-02-05 08:44:00,Hyderabad,North Indian,5,1487
12388,2026-06-12 20:27:00,Pune,South Indian,6,964
12389,2026-01-29 18:14:00,Pune,Italian,1,1132
12390,2026-03-01 19:19:00,Pune,Chinese,2,274
12391,2026-06-22 09:04:00,Delhi,North Indian,5,1424
12392,2026-03-08 01:14:00,Kolkata,Biryani,3,1123
12393,2026-01-13 21:18:00,Delhi,Biryani,3,1295
12394,2026-05-02 09:22:00,Kolkata,Desserts,6,763
12395,2026-07-17 22:03:00,Pune,Italian,4,633
12396,2026-05-28 08:10:00,Kolkata,Biryani,4,485
12397,2026-02-13 20:39:00,Mumbai,North Indian,5,467
12398,2026-06-30 19:00:00,Pune,Fast Food,4,1216
12399,2026-06-23 21:08:00,Mumbai,Desserts,4,195
12400,2026-01-27 14:12:00,Kolkata,Indian,3,214
12401,2026-04-19 16:19:00,Hyderabad,Biryani,4,1172
12402,2026-02-24 22:31:00,Delhi,Biryani,2,1116
12403,2026-05-11 20:25:00,Delhi,North Indian,3,750
12404,2026-01-16 10:54:00,Bangalore,North Indian,1,1276
12405,2026-04-18 19:29:00,Delhi,North Indian,4,860
12406,2026-02-13 20:50:00,Bangalore,Biryani,6,661
12407,2026-02-02 19:51:00,Hyderabad,Italian,3,1186
12408,2026-03-04 12:16:00,Mumbai,North Indian,1,648
12409,2026-03-28 10:06:00,Bangalore,South Indian,5,944
12410,2026-07-15 13:22:00,Kolkata,South Indian,3,766
12411,2026-02-10 22:14:00,Hyderabad,Fast Food,1,1072
12412,2026-01-27 19:34:00,Mumbai,North Indian,1,1142
12413,2026-03-04 14:37:00,Hyderabad,Biryani,5,1054
12414,2026-04-18 18:51:00,Bangalore,Italian,4,1238
12415,2026-01-24 10:27:00,Pune,North Indian,2,217
12416,2026-01-20 21:31:00,Hyderabad,Chinese,5,906
12417,2026-06-19 20:14:00,Hyderabad,Biryani,4,1339
12418,2026-01-26 18:28:00,Hyderabad,Biryani,4,608
12419,2026-01-19 06:32:00,Bangalore,Fast Food,1,313
12420,2026-02-01 18:24:00,Mumbai,Indian,6,369
12421,2026-04-29 20:02:00,Kolkata,Indian,4,1489
12422,2026-03-25 19:48:00,Kolkata,South Indian,5,196
12423,2026-02-08 11:34:00,Hyderabad,Biryani,5,178
12424,2026-06-14 19:48:00,Mumbai,North Indian,4,1436
12425,2026-07-08 11:57:00,Kolkata,South Indian,6,1484
12426,2026-05-02 01:16:00,Mumbai,Fast Food,1,1465
12427,2026-05-24 14:07:00,Pune,Chinese,1,1450
12428,2026-01-25 13:19:00,Bangalore,North Indian,4,1387
12429,2026-07-16 09:28:00,Bangalore,Fast Food,4,361
12430,2026-02-02 23:24:00,Hyderabad,Biryani,6,1224
12431,2026-01-15 20:06:00,Kolkata,Fast Food,2,621
12432,2026-01-18 20:59:00,Delhi,South Indian,3,1217
12433,2026-03-29 19:54:00,Bangalore,Desserts,6,174
12434,2026-02-12 19:12:00,Kolkata,Fast Food,3,961
12435,2026-03-17 13:44:00,Kolkata,Indian,2,741
12436,2026-03-13 11:07:00,Kolkata,Fast Food,6,1023
12437,2026-05-06 18:39:00,Bangalore,Biryani,5,231
12438,2026-01-09 13:09:00,Delhi,Chinese,6,1000
12439,2026-05-31 12:50:00,Hyderabad,Italian,4,1022
12440,2026-04-25 17:02:00,Delhi,Indian,6,907
12441,2026-01-24 09:26:00,Pune,Indian,1,275
12442,2026-03-18 18:23:00,Bangalore,Biryani,5,801
12443,2026-06-21 08:51:00,Kolkata,North Indian,1,763
12444,2026-06-29 18:56:00,Kolkata,South Indian,6,1209
12445,2026-05-02 15:47:00,Bangalore,Indian,1,1049
12446,2026-06-09 20:20:00,Bangalore,Biryani,2,324
12447,2026-06-08 11:37:00,Hyderabad,Biryani,6,506
12448,2026-07-08 23:43:00,Bangalore,Chinese,1,1347
12449,2026-04-17 19:33:00,Delhi,Chinese,2,653
12450,2026-05-17 18:32:00,Kolkata,Fast Food,3,181
12451,2026-02-20 13:32:00,Kolkata,Desserts,1,290
12452,2026-05-29 18:55:00,Hyderabad,Italian,6,992
12453,2026-05-20 01:13:00,Hyderabad,South Indian,6,263
12454,2026-06-22 18:35:00,Delhi,Fast Food,2,294
12455,2026-03-25 13:48:00,Kolkata,Indian,4,428
12456,2026-06-25 08:03:00,Hyderabad,Indian,1,780
12457,2026-03-17 22:11:00,Pune,Chinese,4,268
12458,2026-02-16 18:04:00,Mumbai,Chinese,2,254
12459,2026-03-19 17:49:00,Kolkata,Biryani,6,571
12460,2026-03-18 12:35:00,Pune,South Indian,5,800
12461,2026-03-07 06:19:00,Hyderabad,Biryani,5,272
12462,2026-04-08 12:37:00,Pune,Fast Food,4,1159
12463,2026-02-17 13:15:00,Kolkata,South Indian,6,371
12464,2026-05-11 23:16:00,Bangalore,Fast Food,5,943
12465,2026-05-08 10:27:00,Pune,Chinese,1,1403
12466,2026-07-10 08:34:00,Pune,Fast Food,6,1025
12467,2026-01-08 10:28:00,Mumbai,Chinese,5,1355
12468,2026-04-03 20:54:00,Delhi,Indian,3,442
12469,2026-07-07 18:24:00,Kolkata,Desserts,3,752
12470,2026-01-11 11:47:00,Kolkata,Italian,6,152
12471,2026-05-17 06:58:00,Pune,Indian,6,923
12472,2026-01-14 13:13:00,Mumbai,Fast Food,4,620
12473,2026-06-23 19:02:00,Hyderabad,Desserts,4,958
12474,2026-04-28 17:31:00,Delhi,Biryani,4,451
12475,2026-05-04 21:26:00,Mumbai,Chinese,3,836
12476,2026-05-25 14:39:00,Delhi,Chinese,3,258
12477,2026-07-05 19:33:00,Kolkata,North Indian,1,569
12478,2026-05-16 22:01:00,Hyderabad,Biryani,4,529
12479,2026-05-17 20:03:00,Pune,Biryani,3,288
12480,2026-04-03 17:24:00,Delhi,Biryani,4,766
12481,2026-06-16 07:48:00,Bangalore,Biryani,5,1332
12482,2026-03-11 20:19:00,Mumbai,Indian,1,524
12483,2026-07-02 20:22:00,Bangalore,South Indian,2,1411
12484,2026-03-03 13:42:00,Delhi,Biryani,2,924
12485,2026-05-26 17:00:00,Bangalore,Biryani,1,322
12486,2026-04-08 23:40:00,Mumbai,Fast Food,1,1320
12487,2026-01-28 08:16:00,Mumbai,Chinese,4,1110
12488,2026-05-19 19:42:00,Mumbai,Indian,3,336
12489,2026-02-21 15:03:00,Delhi,Biryani,2,285
12490,2026-03-24 12:03:00,Delhi,Biryani,5,251
12491,2026-07-07 09:43:00,Hyderabad,North Indian,3,280
12492,2026-05-19 18:19:00,Delhi,Desserts,2,943
12493,2026-03-10 21:02:00,Pune,Chinese,2,600
12494,2026-01-26 20:45:00,Kolkata,Fast Food,2,681
12495,2026-02-17 13:58:00,Mumbai,Italian,4,371
12496,2026-05-01 19:57:00,Hyderabad,Indian,2,649
12497,2026-01-08 19:17:00,Pune,Italian,4,395
12498,2026-07-14 13:51:00,Delhi,Biryani,4,1297
12499,2026-04-13 21:56:00,Hyderabad,North Indian,4,771
12500,2026-01-28 15:00:00,Mumbai,Italian,6,1284
12501,2026-03-17 23:02:00,Pune,Indian,4,1179
12502,2026-06-05 11:47:00,Mumbai,Fast Food,2,1123
12503,2026-02-20 15:58:00,Pune,Indian,3,156
12504,2026-04-21 20:14:00,Pune,Desserts,6,829
12505,2026-03-13 11:22:00,Kolkata,Chinese,5,1173
12506,2026-07-02 20:41:00,Pune,Indian,6,725
12507,2026-02-23 20:01:00,Kolkata,Fast Food,2,241
12508,2026-02-19 13:39:00,Hyderabad,Biryani,1,1437
12509,2026-06-29 18:05:00,Hyderabad,Chinese,3,1438
12510,2026-01-03 18:42:00,Kolkata,Biryani,6,1379
12511,2026-05-24 19:57:00,Mumbai,North Indian,5,996
12512,2026-02-03 18:02:00,Pune,Biryani,5,1116
12513,2026-01-05 17:54:00,Kolkata,Biryani,2,770
12514,2026-03-19 10:14:00,Pune,Biryani,5,1025
12515,2026-03-02 19:51:00,Delhi,Italian,5,252
12516,2026-01-11 17:10:00,Pune,Biryani,6,363
12517,2026-07-20 11:41:00,Mumbai,Desserts,4,269
12518,2026-03-28 23:51:00,Kolkata,Italian,1,498
12519,2026-02-23 01:35:00,Mumbai,Chinese,1,433
12520,2026-05-31 13:40:00,Mumbai,North Indian,3,1300
12521,2026-03-06 12:58:00,Pune,Fast Food,1,1135
12522,2026-04-29 07:04:00,Bangalore,North Indian,4,814
12523,2026-06-13 07:29:00,Delhi,North Indian,5,1115
12524,2026-02-21 19:04:00,Delhi,Indian,6,1408
12525,2026-06-25 17:37:00,Kolkata,Chinese,2,436
12526,2026-05-26 12:39:00,Delhi,Indian,3,491
12527,2026-01-17 13:41:00,Delhi,Indian,6,574
12528,2026-07-09 19:12:00,Pune,Biryani,6,1066
12529,2026-03-26 19:25:00,Kolkata,Chinese,3,545
12530,2026-02-02 18:57:00,Hyderabad,Fast Food,2,1423
12531,2026-03-03 18:15:00,Pune,Chinese,1,1267
12532,2026-03-21 23:20:00,Delhi,South Indian,3,1089
12533,2026-05-29 16:40:00,Pune,Desserts,4,881
12534,2026-05-09 20:30:00,Hyderabad,Chinese,5,784
12535,2026-06-28 15:00:00,Hyderabad,South Indian,3,1002
12536,2026-01-12 18:31:00,Hyderabad,Biryani,6,627
12537,2026-06-11 23:51:00,Pune,Fast Food,2,473
12538,2026-06-21 15:51:00,Kolkata,Indian,3,817
12539,2026-02-15 06:21:00,Mumbai,South Indian,2,386
12540,2026-04-11 20:57:00,Mumbai,South Indian,2,577
12541,2026-03-18 10:46:00,Kolkata,Italian,1,485
12542,2026-03-19 22:29:00,Kolkata,North Indian,2,681
12543,2026-05-01 08:30:00,Bangalore,Fast Food,1,154
12544,2026-01-25 21:34:00,Hyderabad,Italian,4,312
12545,2026-01-25 23:38:00,Kolkata,North Indian,1,822
12546,2026-04-06 21:52:00,Mumbai,South Indian,6,1484
12547,2026-01-15 21:30:00,Bangalore,Desserts,6,1431
12548,2026-05-02 15:07:00,Kolkata,Fast Food,2,1404
12549,2026-05-22 20:22:00,Mumbai,Chinese,2,1030
12550,2026-06-22 18:34:00,Mumbai,Chinese,3,615
12551,2026-05-31 20:27:00,Delhi,North Indian,2,210
12552,2026-01-10 18:27:00,Delhi,Indian,2,241
12553,2026-02-15 12:13:00,Hyderabad,North Indian,6,1059
12554,2026-02-13 13:44:00,Kolkata,North Indian,3,535
12555,2026-03-26 17:25:00,Hyderabad,South Indian,1,1069
12556,2026-06-22 19:34:00,Hyderabad,South Indian,4,327
12557,2026-06-07 13:04:00,Mumbai,Biryani,2,1063
12558,2026-07-15 20:26:00,Kolkata,Biryani,1,177
12559,2026-05-04 13:24:00,Pune,Indian,3,177
12560,2026-02-20 20:43:00,Delhi,North Indian,6,744
12561,2026-01-10 00:13:00,Hyderabad,Biryani,5,504
12562,2026-02-03 12:03:00,Mumbai,Biryani,3,313
12563,2026-04-23 20:54:00,Hyderabad,Fast Food,6,915
12564,2026-06-05 17:51:00,Bangalore,Fast Food,3,190
12565,2026-03-10 21:21:00,Delhi,Indian,6,1021
12566,2026-01-10 18:07:00,Kolkata,Fast Food,2,610
12567,2026-01-23 17:20:00,Kolkata,North Indian,2,840
12568,2026-01-19 15:07:00,Hyderabad,Chinese,1,437
12569,2026-05-30 19:24:00,Bangalore,Indian,2,1187
12570,2026-04-09 21:57:00,Bangalore,Indian,2,1401
12571,2026-06-10 19:15:00,Delhi,Desserts,3,697
12572,2026-01-06 12:46:00,Pune,Indian,6,887
12573,2026-01-28 11:34:00,Delhi,South Indian,5,816
12574,2026-05-17 22:24:00,Delhi,North Indian,6,1045
12575,2026-06-07 17:55:00,Kolkata,North Indian,6,828
12576,2026-02-04 12:38:00,Delhi,Biryani,2,1107
12577,2026-07-11 18:43:00,Delhi,Biryani,6,918
12578,2026-04-27 18:52:00,Pune,Desserts,3,846
12579,2026-05-06 20:59:00,Bangalore,Biryani,4,637
12580,2026-05-05 04:11:00,Mumbai,Biryani,2,575
12581,2026-06-08 22:16:00,Pune,Desserts,1,1226
12582,2026-06-23 15:45:00,Bangalore,Indian,4,356
12583,2026-02-18 19:22:00,Hyderabad,Indian,6,990
12584,2026-04-20 18:22:00,Pune,Chinese,1,1107
12585,2026-03-14 19:43:00,Mumbai,Biryani,1,711
12586,2026-05-26 21:07:00,Delhi,South Indian,3,213
12587,2026-02-27 16:54:00,Pune,Biryani,5,1080
12588,2026-03-24 20:53:00,Mumbai,Indian,6,366
12589,2026-05-11 13:31:00,Delhi,Biryani,5,1096
12590,2026-06-18 20:15:00,Bangalore,Indian,5,1028
12591,2026-01-20 22:07:00,Bangalore,Fast Food,4,1202
12592,2026-05-18 13:53:00,Bangalore,Fast Food,4,509
12593,2026-05-19 11:35:00,Kolkata,North Indian,2,648
12594,2026-04-08 03:29:00,Kolkata,Desserts,4,1303
12595,2026-07-03 20:37:00,Mumbai,Indian,3,1302
12596,2026-04-19 14:39:00,Mumbai,Fast Food,2,503
12597,2026-04-12 20:11:00,Pune,Fast Food,2,358
12598,2026-01-11 20:20:00,Kolkata,Fast Food,2,1130
12599,2026-02-16 16:18:00,Delhi,Desserts,5,822
12600,2026-07-14 18:53:00,Hyderabad,Chinese,3,406
12601,2026-05-07 19:45:00,Bangalore,Indian,5,356
12602,2026-04-18 08:29:00,Kolkata,Indian,2,1097
12603,2026-05-15 23:45:00,Bangalore,North Indian,2,694
12604,2026-04-25 21:53:00,Mumbai,North Indian,2,1379
12605,2026-03-25 13:55:00,Hyderabad,Biryani,1,464
12606,2026-04-04 18:37:00,Hyderabad,Indian,5,588
12607,2026-05-21 11:09:00,Hyderabad,Chinese,3,564
12608,2026-02-14 09:09:00,Delhi,Biryani,5,1369
12609,2026-05-09 19:39:00,Bangalore,Italian,5,624
12610,2026-05-11 23:53:00,Bangalore,Chinese,6,1431
12611,2026-04-21 17:04:00,Mumbai,Fast Food,4,989
12612,2026-01-03 19:04:00,Pune,Italian,3,336
12613,2026-03-16 17:45:00,Mumbai,Italian,6,1499
12614,2026-03-01 19:36:00,Pune,Biryani,3,1018
12615,2026-03-12 13:22:00,Kolkata,Fast Food,1,486
12616,2026-03-03 17:40:00,Mumbai,Fast Food,4,1074
12617,2026-06-06 15:01:00,Hyderabad,Indian,4,1246
12618,2026-03-24 10:22:00,Kolkata,Biryani,4,388
12619,2026-04-07 21:53:00,Bangalore,Italian,5,504
12620,2026-06-18 20:03:00,Bangalore,Fast Food,1,400
12621,2026-02-12 23:50:00,Hyderabad,North Indian,6,500
12622,2026-03-03 23:06:00,Mumbai,Indian,3,937
12623,2026-05-24 10:44:00,Delhi,Fast Food,3,1069
12624,2026-07-12 17:38:00,Hyderabad,Italian,6,484
12625,2026-02-01 19:45:00,Pune,Italian,1,1151
12626,2026-01-31 19:38:00,Mumbai,South Indian,2,1300
12627,2026-01-26 22:22:00,Bangalore,South Indian,6,302
12628,2026-05-07 11:04:00,Delhi,Biryani,4,612
12629,2026-02-09 06:37:00,Hyderabad,Chinese,1,899
12630,2026-04-15 07:11:00,Kolkata,Biryani,1,416
12631,2026-01-27 13:11:00,Bangalore,Biryani,5,1085
12632,2026-07-10 07:50:00,Bangalore,Italian,1,828
12633,2026-03-22 23:19:00,Delhi,Biryani,6,233
12634,2026-01-26 16:01:00,Mumbai,Fast Food,1,377
12635,2026-04-05 22:56:00,Bangalore,Fast Food,5,1256
12636,2026-02-04 13:13:00,Hyderabad,Fast Food,2,1314
12637,2026-02-18 10:30:00,Hyderabad,Biryani,1,1220
12638,2026-04-14 21:11:00,Pune,Chinese,3,1340
12639,2026-02-02 19:14:00,Pune,North Indian,2,394
12640,2026-06-22 12:50:00,Hyderabad,Biryani,5,305
12641,2026-05-31 20:26:00,Hyderabad,Chinese,2,987
12642,2026-03-14 19:13:00,Hyderabad,Desserts,5,267
12643,2026-04-23 05:16:00,Hyderabad,South Indian,4,956
12644,2026-03-12 20:59:00,Mumbai,Indian,2,1055
12645,2026-07-17 13:54:00,Pune,North Indian,4,421
12646,2026-03-07 15:02:00,Delhi,Chinese,6,408
12647,2026-05-31 17:12:00,Kolkata,Indian,6,771
12648,2026-07-20 10:56:00,Kolkata,Biryani,6,1462
12649,2026-06-16 11:37:00,Delhi,Chinese,3,902
12650,2026-04-11 05:59:00,Hyderabad,Fast Food,1,819
12651,2026-06-26 16:33:00,Delhi,Fast Food,4,574
12652,2026-02-07 20:38:00,Hyderabad,South Indian,5,953
12653,2026-01-28 10:45:00,Mumbai,Biryani,4,1299
